ob_code,obj_id,ra,dec,equinox,exptime,priority,resolution
obj745_eet1800,109250018432421738,1.843117,1.042783,J2000,1800,9,L
obj746_eet1800,109380026476499269,2.647642,1.157315,J2000,1800,1,L
obj747_eet1800,109460016225630812,1.622594,1.216946,J2000,1800,6,L
obj748_eet1800,109470021097803879,2.109915,1.227791,J2000,1800,4,L
obj749_eet1800,109260024025261958,2.402575,1.051241,J2000,1800,2,L
obj750_eet1200,109320023090875342,2.309116,1.104062,J2000,1200,7,L
obj751_eet1800,109240024196338933,2.419638,1.040371,J2000,1800,9,L
obj752_eet1800,109250018982180537,1.898182,1.04172,J2000,1800,4,L
obj753_eet1800,109250019158922219,1.915884,1.043123,J2000,1800,5,L
obj754_eet1800,109250018638393680,1.863896,1.044362,J2000,1800,9,L
obj755_eet1800,109330026140972685,2.614236,1.110163,J2000,1800,8,L
obj756_eet1800,110040025029726037,2.503005,1.704627,J2000,1800,5,L
obj757_eet1800,109310023772555938,2.377291,1.096205,J2000,1800,8,L
obj758_eet1800,109620017769483392,1.777099,1.352455,J2000,1800,7,L
obj759_eet1800,109940021296532938,2.129689,1.618748,J2000,1800,1,L
obj760_eet1800,109200025628534422,2.562902,1.003266,J2000,1800,1,L
obj761_eet1800,109200025837421519,2.583755,1.000839,J2000,1800,4,L
obj762_eet1800,109190022642937887,2.26433,0.997837,J2000,1800,6,L
obj763_eet1800,109190024168359899,2.41687,0.99953,J2000,1800,5,L
obj764_eet1800,109350024795466355,2.479614,1.129946,J2000,1800,4,L
obj765_eet1800,109470016086651425,1.608751,1.225841,J2000,1800,5,L
obj766_eet1800,109470016104251925,1.610468,1.226235,J2000,1800,7,L
obj767_eet1800,109380020093635254,2.00938,1.154018,J2000,1800,7,L
obj768_eet1800,109410021929518881,2.192984,1.182038,J2000,1800,4,L
obj769_eet1800,109380019292531648,1.929194,1.151154,J2000,1800,5,L
obj770_eet1800,109390027881782253,2.788196,1.159841,J2000,1800,4,L
obj771_eet1800,109360026764022580,2.676421,1.135118,J2000,1800,1,L
obj772_eet1800,109450020671077179,2.067123,1.213985,J2000,1800,4,L
obj773_eet1200,109550017054458633,1.705529,1.298423,J2000,1200,6,L
obj774_eet1200,109330020556472590,2.055777,1.110177,J2000,1200,1,L
obj775_eet1200,109290024766418758,2.476691,1.081903,J2000,1200,3,L
obj776_eet1800,109210017549923637,1.755014,1.010981,J2000,1800,1,L
obj777_eet1800,109290025891099692,2.58915,1.082513,J2000,1800,4,L
obj778_eet1800,109500028206098166,2.820601,1.256421,J2000,1800,7,L
obj779_eet1800,109800026529744764,2.652988,1.503575,J2000,1800,8,L
obj780_eet1800,109480021569090439,2.157013,1.233329,J2000,1800,6,L
obj781_eet1800,109290027696077318,2.769624,1.080648,J2000,1800,6,L
obj782_eet1800,109090019254777041,1.925549,0.913865,J2000,1800,3,L
obj783_eet1800,109090018728738427,1.872904,0.914978,J2000,1800,3,L
obj784_eet1800,109190025914283568,2.591473,0.994279,J2000,1800,7,L
obj785_eet1800,109280025118153003,2.511852,1.068772,J2000,1800,3,L
obj786_eet1800,109300027763088880,2.776314,1.090356,J2000,1800,3,L
obj787_eet1800,109280024138032657,2.413915,1.068654,J2000,1800,5,L
obj788_eet1800,109290022263718620,2.226427,1.08177,J2000,1800,4,L
obj789_eet1800,109520028201424290,2.820183,1.26986,J2000,1800,8,L
obj790_eet1200,109170020126687646,2.012683,0.981013,J2000,1200,5,L
obj791_eet1800,109350026452492250,2.645273,1.126504,J2000,1800,4,L
obj792_eet1200,109530017448718650,1.744934,1.281711,J2000,1200,7,L
obj793_eet1200,109530017451228126,1.745003,1.2814,J2000,1200,3,L
obj794_eet1800,109480026399767988,2.639982,1.239571,J2000,1800,7,L
obj795_eet1800,109320018907470414,1.890658,1.099845,J2000,1800,4,L
obj796_eet1800,109320018919492927,1.892006,1.102085,J2000,1800,6,L
obj797_eet1800,109390028699009818,2.869873,1.166209,J2000,1800,5,L
obj798_eet1800,109630028218459634,2.821735,1.365834,J2000,1800,4,L
obj799_eet1800,109410023607355827,2.360785,1.179473,J2000,1800,3,L
obj800_eet1800,109590029301578433,2.930188,1.331654,J2000,1800,2,L
obj801_eet1800,110080020618612382,2.061893,1.734947,J2000,1800,5,L
obj802_eet1800,109500022990809904,2.299126,1.257882,J2000,1800,4,L
obj803_eet1800,109380017997787879,1.799821,1.156252,J2000,1800,2,L
obj804_eet1800,109380018000798219,1.800058,1.156373,J2000,1800,2,L
obj805_eet1800,109490019208141229,1.920818,1.242345,J2000,1800,4,L
obj806_eet1800,109380017626336607,1.762693,1.155203,J2000,1800,3,L
obj807_eet1800,110080020107308274,2.010755,1.739818,J2000,1800,1,L
obj808_eet1800,110080019896957381,1.989685,1.739091,J2000,1800,7,L
obj809_eet1800,109410016397381861,1.639597,1.176158,J2000,1800,1,L
obj810_eet1200,110080019845327191,1.984657,1.738956,J2000,1200,6,L
obj811_eet1800,109410016223168879,1.622387,1.182008,J2000,1800,6,L
obj812_eet1200,109370019156611617,1.915674,1.142634,J2000,1200,2,L
obj813_eet1800,109380018501104550,1.850121,1.153384,J2000,1800,4,L
obj814_eet1200,109380018512612462,1.851259,1.151668,J2000,1200,7,L
obj815_eet1800,109410029119753406,2.912003,1.177476,J2000,1800,3,L
obj816_eet1800,109720020538412826,2.053881,1.435287,J2000,1800,4,L
obj817_eet1200,109720023073464804,2.307409,1.436979,J2000,1200,4,L
obj818_eet1800,109300023439450321,2.343999,1.083192,J2000,1800,5,L
obj819_eet1800,109480016095020504,1.609592,1.233311,J2000,1800,8,L
obj820_eet1800,109480016208398191,1.620873,1.239785,J2000,1800,3,L
obj821_eet1800,109720022494842595,2.249549,1.435154,J2000,1800,2,L
obj822_eet1800,109380026807723717,2.680799,1.152713,J2000,1800,9,L
obj823_eet1800,109450016306657391,1.630669,1.214053,J2000,1800,2,L
obj824_eet1800,110020018497475332,1.849929,1.687478,J2000,1800,1,L
obj825_eet1800,109290018107280857,1.810743,1.07532,J2000,1800,1,L
obj826_eet1800,109430016168145592,1.616857,1.195905,J2000,1800,3,L
obj827_eet1800,109370016093037079,1.609337,1.147177,J2000,1800,4,L
obj828_eet1800,109420016257375318,1.625815,1.187371,J2000,1800,1,L
obj829_eet1800,109420016266204526,1.626698,1.18671,J2000,1800,1,L
obj830_eet1800,109460016032509922,1.603222,1.224542,J2000,1800,2,L
obj831_eet1800,109360029032838868,2.903204,1.140205,J2000,1800,1,L
obj832_eet1800,109420016089002933,1.60901,1.18523,J2000,1800,7,L
obj833_eet1800,109420016166412017,1.616727,1.18455,J2000,1800,1,L
obj834_eet1800,110020017590309597,1.759065,1.690905,J2000,1800,5,L
obj835_eet1800,110090021555431067,2.155577,1.742167,J2000,1800,7,L
obj836_eet1800,109440019574977158,1.957494,1.205595,J2000,1800,6,L
obj837_eet1800,109690026361579317,2.636159,1.415713,J2000,1800,4,L
obj838_eet1800,109440019225633648,1.922637,1.202641,J2000,1800,8,L
obj839_eet1200,109300022297654239,2.229824,1.086465,J2000,1200,5,L
obj840_eet1800,109430017883892598,1.788405,1.193487,J2000,1800,1,L
obj841_eet1800,109440018143492930,1.814377,1.202066,J2000,1800,6,L
obj842_eet1800,109570027349285709,2.734965,1.312717,J2000,1800,1,L
obj843_eet1200,109270018126114222,1.812635,1.061473,J2000,1200,4,L
obj844_eet1800,109520015193939335,1.5194,1.274014,J2000,1800,1,L
obj845_eet1800,109410028388248954,2.838904,1.182115,J2000,1800,2,L
obj846_eet1200,109530025387847438,2.538814,1.280824,J2000,1200,5,L
obj847_eet1800,109570028733365637,2.8733,1.31257,J2000,1800,3,L
obj848_eet1800,109760015963955514,1.596439,1.470859,J2000,1800,4,L
obj849_eet1800,109740024371711454,2.437249,1.450746,J2000,1800,8,L
obj850_eet1800,109750029156219332,2.915901,1.465661,J2000,1800,9,L
obj851_eet1800,109350020713465270,2.071441,1.129062,J2000,1800,6,L
obj852_eet1800,109550015111664892,1.511159,1.295331,J2000,1800,8,L
obj853_eet1800,109320027418359242,2.741847,1.107329,J2000,1800,2,L
obj854_eet1800,109370028947851074,2.894825,1.142212,J2000,1800,5,L
obj855_eet1200,109420019324741743,1.932475,1.184427,J2000,1200,9,L
obj856_eet1800,109740017126200634,1.712718,1.45012,J2000,1800,5,L
obj857_eet1800,109600022186250609,2.218804,1.333481,J2000,1800,7,L
obj858_eet1800,109740024206382232,2.420699,1.451503,J2000,1800,7,L
obj859_eet1800,109410020126121433,2.01248,1.175945,J2000,1800,4,L
obj860_eet1800,109390028076792745,2.807723,1.16027,J2000,1800,2,L
obj861_eet1800,109390028092550042,2.809269,1.157988,J2000,1800,1,L
obj862_eet1800,109450021719649529,2.172056,1.215882,J2000,1800,1,L
obj863_eet1800,109590017754683590,1.775519,1.327627,J2000,1800,5,L
obj864_eet1800,109520025409639308,2.541003,1.274068,J2000,1800,8,L
obj865_eet1800,109500028010084979,2.801047,1.253766,J2000,1800,2,L
obj866_eet1200,110030023659536636,2.366113,1.696781,J2000,1200,1,L
obj867_eet1800,109800025472335909,2.54728,1.504532,J2000,1800,4,L
obj868_eet1800,109410018946496101,1.89464,1.179709,J2000,1800,6,L
obj869_eet1800,109800024635026454,2.463626,1.505177,J2000,1800,5,L
obj870_eet1800,109480021692766850,2.169327,1.238648,J2000,1800,4,L
obj871_eet1800,109600028793064210,2.879344,1.336476,J2000,1800,9,L
obj872_eet1800,109600028359903540,2.836046,1.335916,J2000,1800,1,L
obj873_eet1800,110030022433208975,2.243381,1.698756,J2000,1800,9,L
obj874_eet1800,109480025613857154,2.561435,1.238938,J2000,1800,2,L
obj875_eet1200,109600028154709216,2.815314,1.340731,J2000,1200,6,L
obj876_eet1800,110030022311298607,2.231171,1.698489,J2000,1800,5,L
obj877_eet1800,110030022389686636,2.239002,1.696803,J2000,1800,7,L
obj878_eet1800,109600027778801977,2.77808,1.334622,J2000,1800,1,L
obj879_eet1800,110020028647555809,2.864807,1.687775,J2000,1800,1,L
obj880_eet1200,109810022893262789,2.289391,1.510316,J2000,1200,4,L
obj881_eet1800,110020028433248596,2.843288,1.690175,J2000,1800,3,L
obj882_eet1800,109510024100723243,2.410242,1.260684,J2000,1800,4,L
obj883_eet1800,109490016753113831,1.675295,1.244495,J2000,1800,4,L
obj884_eet1800,109450024036083084,2.403563,1.210602,J2000,1800,6,L
obj885_eet1800,109500028819258246,2.881948,1.25651,J2000,1800,7,L
obj886_eet1800,109540028717907254,2.871832,1.289001,J2000,1800,5,L
obj887_eet1800,109490016233342246,1.623369,1.243206,J2000,1800,6,L
obj888_eet1800,109790026612168406,2.661228,1.498442,J2000,1800,3,L
obj889_eet1800,110110025019676209,2.502,1.763081,J2000,1800,7,L
obj890_eet1200,109440029345293488,2.934553,1.202533,J2000,1200,7,L
obj891_eet1800,109550026406684783,2.640696,1.295235,J2000,1800,3,L
obj892_eet1800,109610029113870777,2.91142,1.341941,J2000,1800,5,L
obj893_eet1800,109450016141453286,1.614306,1.210612,J2000,1800,8,L
obj894_eet1800,109450027353875887,2.735436,1.212856,J2000,1800,1,L
obj895_eet1800,110100019922002333,1.992214,1.751524,J2000,1800,8,L
obj896_eet1200,109550025913747315,2.591626,1.29753,J2000,1200,2,L
obj897_eet1800,109790025027027027,2.503118,1.497128,J2000,1800,3,L
obj898_eet1800,109780025288401111,2.528863,1.483877,J2000,1800,2,L
obj899_eet1800,109670021870423543,2.187109,1.394203,J2000,1800,6,L
obj900_eet1800,109450016001099436,1.600189,1.215763,J2000,1800,5,L
obj901_eet1200,109450019359416447,1.935958,1.213336,J2000,1200,3,L
obj902_eet1200,109430024934357544,2.49348,1.197574,J2000,1200,4,L
obj903_eet1800,109430024938792975,2.493898,1.193747,J2000,1800,9,L
obj904_eet1800,109430025172782133,2.517301,1.193097,J2000,1800,8,L
obj905_eet1800,109520019745181478,1.974541,1.267525,J2000,1800,5,L
obj906_eet1800,109410026130911517,2.613111,1.175867,J2000,1800,3,L
obj907_eet1200,109770023056975828,2.305758,1.479495,J2000,1200,9,L
obj908_eet1800,109550025209966917,2.521042,1.297048,J2000,1800,4,L
obj909_eet1800,109340024872420354,2.487284,1.116572,J2000,1800,6,L
obj910_eet1800,109500016230638644,1.623144,1.256802,J2000,1800,7,L
obj911_eet1800,109490025040196469,2.504056,1.246657,J2000,1800,2,L
obj912_eet1800,110030030248042632,3.024836,1.693496,J2000,1800,3,L
obj913_eet1800,109650020964440954,2.096458,1.37544,J2000,1800,7,L
obj914_eet1800,109480017963832101,1.796474,1.234579,J2000,1800,4,L
obj915_eet1800,109770029885749843,2.988572,1.482834,J2000,1800,2,L
obj916_eet1200,109550023847738699,2.38482,1.298541,J2000,1200,1,L
obj917_eet1800,109550023862944463,2.386214,1.295031,J2000,1800,6,L
obj918_eet1800,109490029054059464,2.905417,1.249182,J2000,1800,3,L
obj919_eet1200,109770024035417044,2.403583,1.480536,J2000,1200,5,L
obj920_eet1800,109770016039345138,1.603983,1.478872,J2000,1800,1,L
obj921_eet1800,109680016495157450,1.64956,1.405772,J2000,1800,5,L
obj922_eet1200,109580029965871388,2.996646,1.317475,J2000,1200,7,L
obj923_eet1800,109600021918035445,2.191897,1.337462,J2000,1800,3,L
obj924_eet1800,109720023580568613,2.358128,1.440173,J2000,1800,1,L
obj925_eet1800,109590025694602164,2.569561,1.326424,J2000,1800,1,L
obj926_eet1800,109850017723254656,1.77236,1.545218,J2000,1800,2,L
obj927_eet1800,109630018412212596,1.841253,1.36014,J2000,1800,9,L
obj928_eet1800,109480019361418270,1.936199,1.23991,J2000,1800,2,L
obj929_eet1200,110150025079782617,2.50794,1.793349,J2000,1200,7,L
obj930_eet1800,109600018394975146,1.839453,1.337224,J2000,1800,6,L
obj931_eet1800,109470026299471714,2.629996,1.226047,J2000,1800,3,L
obj932_eet1800,109470025478647148,2.547877,1.230561,J2000,1800,7,L
obj933_eet1800,109660026930497365,2.69309,1.3891,J2000,1800,8,L
obj934_eet1800,109680023560867589,2.356209,1.406028,J2000,1800,6,L
obj935_eet1200,109570021291255777,2.129176,1.312765,J2000,1200,6,L
obj936_eet1800,109520024886875901,2.488655,1.271208,J2000,1800,1,L
obj937_eet1200,109520024941592842,2.494177,1.268683,J2000,1200,9,L
obj938_eet1800,109580020895064846,2.089646,1.320363,J2000,1800,2,L
obj939_eet1200,109680023013255631,2.301404,1.404367,J2000,1200,2,L
obj940_eet1800,109570019604855564,1.960512,1.312573,J2000,1800,2,L
obj941_eet1800,109570019623192669,1.962346,1.310105,J2000,1800,6,L
obj942_eet1800,110240022934545657,2.293461,1.871001,J2000,1800,2,L
obj943_eet1800,109520017068712886,1.706909,1.268702,J2000,1800,3,L
obj944_eet1800,109630027162616514,2.716297,1.363353,J2000,1800,4,L
obj945_eet1800,109960028458336154,2.84587,1.638102,J2000,1800,2,L
obj946_eet1800,109580015508713807,1.550882,1.319424,J2000,1800,3,L
obj947_eet1800,109570029938089272,2.993831,1.315677,J2000,1800,3,L
obj948_eet1800,109570019709189895,1.970941,1.316165,J2000,1800,8,L
obj949_eet1200,109830020467280812,2.046752,1.525287,J2000,1200,5,L
obj950_eet1800,109560028308998863,2.830936,1.307009,J2000,1800,4,L
obj951_eet1800,109610019425845409,1.942633,1.345724,J2000,1800,3,L
obj952_eet1800,109860017250145656,1.725059,1.554389,J2000,1800,5,L
obj953_eet1800,110230022917805991,2.291828,1.862934,J2000,1800,5,L
obj954_eet1200,109560015396491966,1.53966,1.301234,J2000,1200,4,L
obj955_eet1800,109520017646814379,1.764807,1.269901,J2000,1800,3,L
obj956_eet1800,109670030067624140,3.006781,1.394835,J2000,1800,7,L
obj957_eet1800,109860018228432113,1.822796,1.551341,J2000,1800,2,L
obj958_eet1200,109730020293971274,2.029434,1.442329,J2000,1200,1,L
obj959_eet1800,109730015651030240,1.565142,1.44148,J2000,1800,2,L
obj960_eet1800,109730021189025413,2.118968,1.445822,J2000,1800,7,L
obj961_eet1800,109550016597133577,1.659815,1.294365,J2000,1800,3,L
obj962_eet1800,109670026104853664,2.610466,1.394335,J2000,1800,5,L
obj963_eet1800,109850025031787818,2.503196,1.54779,J2000,1800,9,L
obj964_eet1800,109850029581660837,2.958193,1.54202,J2000,1800,4,L
obj965_eet1800,109670025167504138,2.516728,1.394722,J2000,1800,1,L
obj966_eet1800,109670025172655536,2.51731,1.39595,J2000,1800,2,L
obj967_eet1800,109490021153777854,2.115453,1.247829,J2000,1800,6,L
obj968_eet1200,109620028591264518,2.858957,1.35336,J2000,1200,7,L
obj969_eet1800,109490023075278697,2.307506,1.248479,J2000,1800,4,L
obj970_eet1800,109550020463480223,2.046339,1.291456,J2000,1800,9,L
obj971_eet1800,110220021730429055,2.173087,1.857173,J2000,1800,8,L
obj972_eet1800,109640020101647333,2.010196,1.372332,J2000,1800,1,L
obj973_eet1800,109640029073944410,2.90745,1.369987,J2000,1800,5,L
obj974_eet1800,109670018161254038,1.816159,1.394641,J2000,1800,2,L
obj975_eet1800,110360028364853631,2.836511,1.969352,J2000,1800,5,L
obj976_eet1800,110360028528245879,2.852856,1.971215,J2000,1800,8,L
obj977_eet1200,109600015960479160,1.596059,1.340588,J2000,1200,4,L
obj978_eet1800,109600015299017240,1.529967,1.338987,J2000,1800,4,L
obj979_eet1800,109600016934017189,1.69339,1.33905,J2000,1800,2,L
obj980_eet1200,109600025777892026,2.577825,1.334652,J2000,1200,9,L
obj981_eet1800,109850019258901161,1.925842,1.542386,J2000,1800,3,L
obj982_eet1800,109720017675101900,1.76765,1.434593,J2000,1800,8,L
obj983_eet1200,109980014514373477,1.451432,1.652486,J2000,1200,9,L
obj984_eet1800,109910015069968943,1.506981,1.59868,J2000,1800,1,L
obj985_eet1200,109770014644773810,1.464514,1.477804,J2000,1200,6,L
obj986_eet1800,109850018033880677,1.803439,1.541854,J2000,1800,1,L
obj987_eet1800,109600027298811865,2.72994,1.33448,J2000,1800,4,L
obj988_eet1800,109600015705424712,1.570575,1.336854,J2000,1800,2,L
obj989_eet1800,109680016942491118,1.69427,1.400569,J2000,1800,9,L
obj990_eet1200,109720017636163450,1.763662,1.435817,J2000,1200,4,L
obj991_eet1800,109900018940959893,1.894334,1.591101,J2000,1800,3,L
obj992_eet1800,109900018943759771,1.894458,1.591095,J2000,1800,8,L
obj993_eet1800,109730019783865942,1.978426,1.446222,J2000,1800,2,L
obj994_eet1800,109680025008592112,2.500903,1.401373,J2000,1800,9,L
obj995_eet1800,109650018712164271,1.871247,1.378179,J2000,1800,8,L
obj996_eet1800,109680017131110047,1.713143,1.399652,J2000,1800,3,L
obj997_eet1800,109650025896256628,2.589627,1.380101,J2000,1800,6,L
obj998_eet1800,109730018622268589,1.862247,1.448456,J2000,1800,8,L
obj999_eet1800,109770026007655126,2.600783,1.478794,J2000,1800,6,L
obj1000_eet1800,109640026283561606,2.628388,1.367633,J2000,1800,4,L
obj1001_eet1800,109690028829917025,2.883018,1.41381,J2000,1800,4,L
obj1002_eet1800,109590021060805228,2.106058,1.32901,J2000,1800,4,L
obj1003_eet1800,110020024807085986,2.480662,1.687755,J2000,1800,1,L
obj1004_eet1800,109790019525555069,1.95257,1.495559,J2000,1800,2,L
obj1005_eet1800,110200024394364512,2.439495,1.836688,J2000,1800,3,L
obj1006_eet1200,109820026650624304,2.665069,1.519869,J2000,1200,9,L
obj1007_eet1800,109640027640954548,2.764192,1.370042,J2000,1800,1,L
obj1008_eet1800,109640018018223361,1.802031,1.368971,J2000,1800,1,L
obj1009_eet1800,109660024831506921,2.483169,1.388741,J2000,1800,2,L
obj1010_eet1200,110240022246771556,2.224713,1.867584,J2000,1200,7,L
obj1011_eet1800,109640019713326262,1.971325,1.371537,J2000,1800,4,L
obj1012_eet1800,109580018361278268,1.836324,1.32303,J2000,1800,5,L
obj1013_eet1800,109660023593111236,2.359323,1.383997,J2000,1800,1,L
obj1014_eet1800,109820028162788956,2.816301,1.523768,J2000,1800,5,L
obj1015_eet1800,109890018433233595,1.843361,1.577655,J2000,1800,2,L
obj1016_eet1800,109750018775928836,1.877602,1.465326,J2000,1800,9,L
obj1017_eet1800,109540020123034938,2.012577,1.286952,J2000,1800,9,L
obj1018_eet1200,109970020564962522,2.056533,1.643367,J2000,1200,4,L
obj1019_eet1200,109680028631533477,2.863186,1.402344,J2000,1200,8,L
obj1020_eet1800,109540020548076494,2.054898,1.288506,J2000,1800,5,L
obj1021_eet1200,109610025449287867,2.544964,1.347858,J2000,1200,5,L
obj1022_eet1800,109740028926693680,2.892733,1.452658,J2000,1800,1,L
obj1023_eet1800,109530019296530394,1.929701,1.274932,J2000,1800,2,L
obj1024_eet1800,109530019299610471,1.929975,1.274959,J2000,1800,9,L
obj1025_eet1800,109930018268035374,1.826874,1.612568,J2000,1800,9,L
obj1026_eet1800,109640017631941224,1.76315,1.367318,J2000,1800,1,L
obj1027_eet1200,109860019784349870,1.978471,1.557832,J2000,1200,5,L
obj1028_eet1800,109540018940436500,1.894054,1.288344,J2000,1800,2,L
obj1029_eet1200,109700027460153719,2.745888,1.419289,J2000,1200,9,L
obj1030_eet1800,109700016771904697,1.677208,1.420197,J2000,1800,2,L
obj1031_eet1800,109690017000728015,1.700119,1.414652,J2000,1800,8,L
obj1032_eet1800,109830022201562289,2.220224,1.526535,J2000,1800,9,L
obj1033_eet1800,109700023107363241,2.310753,1.419013,J2000,1800,9,L
obj1034_eet1800,109690015707396214,1.570764,1.413138,J2000,1800,4,L
obj1035_eet1800,110370022069944655,2.207064,1.978519,J2000,1800,7,L
obj1036_eet1800,109900025827348493,2.582876,1.590019,J2000,1800,7,L
obj1037_eet1800,109990026774966673,2.677508,1.6635,J2000,1800,4,L
obj1038_eet1800,110480017086510485,1.708668,2.066704,J2000,1800,5,L
obj1039_eet1200,109770029184772738,2.918361,1.476865,J2000,1200,5,L
obj1040_eet1800,109770028398221134,2.839774,1.475572,J2000,1800,1,L
obj1041_eet1800,110340027913550016,2.791394,1.949662,J2000,1800,6,L
obj1042_eet1200,109690022413034522,2.241369,1.411755,J2000,1200,8,L
obj1043_eet1800,109690021484007029,2.148357,1.413806,J2000,1800,1,L
obj1044_eet1800,109780027889728049,2.789004,1.489654,J2000,1800,5,L
obj1045_eet1800,109900029688286256,2.96884,1.588191,J2000,1800,3,L
obj1046_eet1800,109750022368407728,2.236858,1.46439,J2000,1800,8,L
obj1047_eet1800,110340027563851553,2.756434,1.950929,J2000,1800,9,L
obj1048_eet1800,109750022028178137,2.202863,1.464728,J2000,1800,6,L
obj1049_eet1800,110490026803534775,2.680155,2.078548,J2000,1800,9,L
obj1050_eet1800,109890027983261162,2.798372,1.57559,J2000,1800,8,L
obj1051_eet1800,109750023245738762,2.324637,1.465231,J2000,1800,5,L
obj1052_eet1800,109750023434889946,2.343533,1.466283,J2000,1800,5,L
obj1053_eet1800,110360017489105618,1.748961,1.970973,J2000,1800,7,L
obj1054_eet1800,110360017798863170,1.779717,1.96894,J2000,1800,2,L
obj1055_eet1200,109990023646314687,2.364692,1.66187,J2000,1200,2,L
obj1056_eet1800,109730027366897287,2.73661,1.447452,J2000,1800,1,L
obj1057_eet1200,109730027503260823,2.750372,1.441975,J2000,1200,8,L
obj1058_eet1200,110000020323537380,2.032357,1.672356,J2000,1200,9,L
obj1059_eet1800,110000020228271703,2.022634,1.667728,J2000,1800,4,L
obj1060_eet1800,109900019907494082,1.990718,1.586209,J2000,1800,9,L
obj1061_eet1800,109740028330855146,2.833092,1.453887,J2000,1800,2,L
obj1062_eet1800,109740028581317574,2.858135,1.455945,J2000,1800,6,L
obj1063_eet1800,109840021009558878,2.101133,1.540401,J2000,1800,3,L
obj1064_eet1800,110000019045841771,1.904617,1.667745,J2000,1800,6,L
obj1065_eet1800,109710022312013196,2.231289,1.427325,J2000,1800,7,L
obj1066_eet1200,110000019879267235,1.987962,1.672307,J2000,1200,5,L
obj1067_eet1200,109800021480416636,2.147931,1.505138,J2000,1200,4,L
obj1068_eet1200,109810026685617375,2.668493,1.513977,J2000,1200,5,L
obj1069_eet1800,109940026331970828,2.633201,1.617037,J2000,1800,6,L
obj1070_eet1800,109730029895384220,2.989535,1.444819,J2000,1800,9,L
obj1071_eet1800,110080022514834648,2.251558,1.736756,J2000,1800,8,L
obj1072_eet1800,109670024942571277,2.494289,1.392366,J2000,1800,9,L
obj1073_eet1800,109940026008386442,2.60084,1.621649,J2000,1800,1,L
obj1074_eet1800,109760018081243553,1.808156,1.469244,J2000,1800,5,L
obj1075_eet1800,109790017951779703,1.795286,1.499307,J2000,1800,7,L
obj1076_eet1800,109790017955559603,1.795511,1.499165,J2000,1800,8,L
obj1077_eet1800,109700025142900603,2.51432,1.416713,J2000,1800,4,L
obj1078_eet1800,109790015594095744,1.55945,1.496006,J2000,1800,2,L
obj1079_eet1800,109980027907710473,2.790832,1.650017,J2000,1800,3,L
obj1080_eet1800,109860020576911153,2.057706,1.550593,J2000,1800,1,L
obj1081_eet1200,109680025165349859,2.516545,1.407832,J2000,1200,9,L
obj1082_eet1800,109790018312567974,1.831166,1.498035,J2000,1800,5,L
obj1083_eet1800,109910024189949485,2.419078,1.5992,J2000,1800,7,L
obj1084_eet1800,109730028707342111,2.870768,1.443045,J2000,1800,9,L
obj1085_eet1200,109700029580129547,2.958033,1.424238,J2000,1200,1,L
obj1086_eet1200,109730029284468286,2.928469,1.448185,J2000,1200,7,L
obj1087_eet1200,110060025864868894,2.586456,1.723636,J2000,1200,7,L
obj1088_eet1800,109790028030553907,2.803085,1.494531,J2000,1800,7,L
obj1089_eet1800,110020022064737160,2.206464,1.689042,J2000,1800,6,L
obj1090_eet1800,110160024871408412,2.487135,1.806488,J2000,1800,3,L
obj1091_eet1800,110090016866186591,1.686654,1.746788,J2000,1800,6,L
obj1092_eet1200,109720027770630508,2.777116,1.433374,J2000,1200,7,L
obj1093_eet1800,109790028642576712,2.864262,1.496761,J2000,1800,9,L
obj1094_eet1800,109790028645915793,2.864418,1.495988,J2000,1800,6,L
obj1095_eet1800,110500016195867524,1.61964,2.089262,J2000,1800,2,L
obj1096_eet1800,110500016198577931,1.619694,2.089364,J2000,1800,2,L
obj1097_eet1200,109770027249983304,2.724981,1.477403,J2000,1200,3,L
obj1098_eet1800,110030028884304969,2.88848,1.695455,J2000,1800,4,L
obj1099_eet1200,109700028894536137,2.889512,1.421422,J2000,1200,2,L
obj1100_eet1200,110550016916298507,1.691655,2.131712,J2000,1200,7,L
obj1101_eet1800,109840022977008040,2.297823,1.539645,J2000,1800,8,L
obj1102_eet1200,110470022030023716,2.203066,2.061047,J2000,1200,2,L
obj1103_eet1200,109750024349302475,2.43496,1.460042,J2000,1200,6,L
obj1104_eet1800,110050030005306928,3.000556,1.713705,J2000,1800,9,L
obj1105_eet1200,109960021150080944,2.115032,1.633712,J2000,1200,4,L
obj1106_eet1800,110100022766081552,2.276617,1.750871,J2000,1800,2,L
obj1107_eet1200,109840020492190388,2.049195,1.533291,J2000,1200,8,L
obj1108_eet1800,110240017564424375,1.756514,1.869835,J2000,1800,4,L
obj1109_eet1800,109850017640020085,1.764007,1.541659,J2000,1800,6,L
obj1110_eet1800,110100021687915078,2.168805,1.753914,J2000,1800,4,L
obj1111_eet1800,109930026457512646,2.645799,1.610236,J2000,1800,4,L
obj1112_eet1200,109960025353748995,2.53539,1.640442,J2000,1200,2,L
obj1113_eet1800,110300017233196515,1.723306,1.921684,J2000,1800,8,L
obj1114_eet1800,109830028048797963,2.805127,1.531295,J2000,1800,9,L
obj1115_eet1800,109850017410935561,1.741148,1.545929,J2000,1800,6,L
obj1116_eet1800,110100022124676840,2.21254,1.755248,J2000,1800,2,L
obj1117_eet1800,110070029332640836,2.933404,1.725394,J2000,1800,1,L
obj1118_eet1800,110210023175812604,2.317624,1.843452,J2000,1800,7,L
