ob_code,ra,dec,equinox,priority,exptime,resolution,proposal_id,rank,grade
obj701_eet7200,331.71278,0.041306,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj702_eet7200,331.180913,0.209077,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj703_eet7200,331.479009,0.408764,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj704_eet7200,331.547354,-0.103766,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj705_eet7200,331.549258,-0.108062,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj706_eet7200,331.929643,0.042619,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj707_eet7200,331.92974,0.046514,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj708_eet7200,331.664911,-0.390328,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj709_eet7200,331.582043,-0.26645,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj710_eet7200,331.476863,-0.107415,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj711_eet7200,331.887563,0.043814,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj712_eet7200,331.267325,-0.101344,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj713_eet7200,331.62959,-0.384382,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj714_eet7200,331.548804,-0.261667,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj715_eet7200,331.835022,0.041394,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj716_eet7200,331.323791,0.2136,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj717_eet7200,331.65893,-0.061975,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj718_eet1800,331.493007,0.48034,J2000.0,8.0,1800.0,L,S24B-QN019,9.0,a
obj719_eet1800,331.495597,0.477269,J2000.0,7.0,1800.0,L,S24B-QN019,9.0,a
obj720_eet7200,331.591026,0.211055,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj721_eet7200,331.528142,0.4123,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj722_eet7200,331.528635,0.411013,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj723_eet7200,331.611056,-0.06322,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj724_eet7200,331.382907,0.087197,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj725_eet7200,331.399297,-0.313318,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj726_eet7200,331.916608,-0.066409,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj727_eet7200,331.987215,0.048877,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj728_eet7200,331.454549,0.210091,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj729_eet1800,331.692218,0.414162,J2000.0,6.0,1800.0,L,S24B-QN019,9.0,a
obj730_eet7200,331.417718,0.208594,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj731_eet7200,331.328471,-0.223759,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj732_eet7200,331.343037,-0.220159,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj733_eet7200,331.295243,-0.223353,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj734_eet7200,331.729584,-0.059293,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj735_eet1800,331.733999,-0.060442,J2000.0,5.0,1800.0,L,S24B-QN019,9.0,a
obj736_eet7200,331.561856,0.411302,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj737_eet7200,331.279676,0.261605,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj738_eet7200,331.324091,0.132601,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj739_eet7200,331.345556,0.1321,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj740_eet1800,331.36968,-0.423659,J2000.0,6.0,1800.0,L,S24B-QN019,9.0,a
obj741_eet7200,331.759851,-0.290357,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj742_eet7200,331.705146,-0.135176,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj743_eet7200,331.279391,0.129241,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj744_eet7200,331.340784,-0.420624,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj745_eet7200,331.357905,-0.417226,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj746_eet1800,331.738175,-0.285566,J2000.0,2.0,1800.0,L,S24B-QN019,9.0,a
obj747_eet7200,331.426173,-0.179703,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj748_eet7200,331.213943,-0.019981,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj749_eet7200,331.474156,-0.004792,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj750_eet7200,331.323616,0.308708,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj751_eet1800,331.325132,0.30881,J2000.0,8.0,1800.0,L,S24B-QN019,9.0,a
obj752_eet7200,331.773515,-0.406699,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj753_eet1800,331.689855,-0.29185,J2000.0,5.0,1800.0,L,S24B-QN019,9.0,a
obj754_eet7200,331.589176,-0.175533,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj755_eet7200,331.445073,0.132598,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj756_eet7200,331.887971,-0.285543,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj757_eet7200,331.831054,-0.134207,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj758_eet7200,331.338715,-0.020714,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj759_eet7200,331.463366,0.315043,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj760_eet1800,331.482023,0.308105,J2000.0,3.0,1800.0,L,S24B-QN019,9.0,a
obj761_eet7200,331.844737,-0.289474,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj762_eet7200,331.526802,-0.178007,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj763_eet7200,331.30406,-0.023979,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj764_eet7200,331.308774,-0.01961,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj765_eet7200,331.313216,-0.020349,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj766_eet7200,331.374718,0.127161,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj767_eet1800,331.378853,0.124853,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj768_eet7200,331.168066,0.023009,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj769_eet7200,331.199081,0.020604,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj770_eet7200,331.178388,0.176288,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj771_eet7200,331.326197,0.372393,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj772_eet7200,331.326852,0.368072,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj773_eet7200,331.3282,0.370131,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj774_eet7200,331.345482,0.372777,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj775_eet7200,331.337941,-0.372013,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj776_eet7200,331.128775,0.016294,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj777_eet7200,331.106625,0.178268,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj778_eet7200,331.513942,-0.250707,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj779_eet7200,331.07719,0.18296,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj780_eet1800,331.263484,0.366283,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj781_eet7200,331.779204,0.223739,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj782_eet7200,331.205474,0.36636,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj783_eet7200,331.239674,0.366534,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj784_eet7200,331.205744,-0.375055,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj785_eet7200,331.442253,0.040285,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj786_eet7200,331.923318,0.056772,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj787_eet7200,331.282616,0.17666,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj788_eet7200,331.396087,-0.369352,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj789_eet7200,331.387256,-0.356554,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj790_eet7200,331.072418,0.058829,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj791_eet7200,331.074958,0.061907,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj792_eet1800,331.969955,0.072177,J2000.0,6.0,1800.0,L,S24B-QN019,9.0,a
obj793_eet1800,331.479817,0.245842,J2000.0,3.0,1800.0,L,S24B-QN019,9.0,a
obj794_eet1800,331.406785,0.367123,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj795_eet7200,331.606965,-0.252319,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj796_eet7200,331.059845,0.228667,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj797_eet7200,331.362911,0.368187,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj798_eet7200,331.567449,-0.25862,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj799_eet7200,331.008112,0.063349,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj800_eet7200,331.008115,0.063363,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj801_eet7200,331.696096,0.429729,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj802_eet7200,331.068277,-0.047363,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj803_eet1800,331.179992,0.295814,J2000.0,7.0,1800.0,L,S24B-QN019,9.0,a
obj804_eet7200,331.297242,-0.435894,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj805_eet7200,331.76752,0.097085,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj806_eet7200,331.605634,0.426184,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj807_eet7200,331.469775,-0.215299,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj808_eet7200,331.473134,-0.214048,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj809_eet7200,331.993485,-0.05357,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj810_eet7200,331.007997,-0.049932,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj811_eet7200,331.698938,-0.443543,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj812_eet7200,331.663739,0.094365,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj813_eet7200,331.486485,0.269348,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj814_eet7200,331.488464,0.269149,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj815_eet7200,331.659027,-0.446481,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj816_eet1800,331.657703,0.09675,J2000.0,5.0,1800.0,L,S24B-QN019,9.0,a
obj817_eet7200,331.2456,-0.147562,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj818_eet7200,331.292754,0.441027,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj819_eet1800,331.260713,0.298873,J2000.0,4.0,1800.0,L,S24B-QN019,9.0,a
obj820_eet7200,331.270669,0.298843,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj821_eet7200,331.424497,-0.412532,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj822_eet7200,331.735757,0.430872,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj823_eet7200,331.735759,0.430867,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj824_eet7200,331.758155,0.111559,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj825_eet1800,331.759209,0.109778,J2000.0,3.0,1800.0,L,S24B-QN019,9.0,a
obj826_eet7200,331.360817,-0.130386,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj827_eet1800,331.367053,-0.133036,J2000.0,6.0,1800.0,L,S24B-QN019,9.0,a
obj828_eet7200,331.968184,0.018294,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj829_eet7200,331.486112,-0.23102,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj830_eet7200,331.880869,0.081437,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj831_eet7200,331.88746,0.082054,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj832_eet1800,331.377408,0.381693,J2000.0,7.0,1800.0,L,S24B-QN019,9.0,a
obj833_eet7200,331.468012,-0.227724,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj834_eet7200,331.885343,-0.08903,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj835_eet1800,331.930202,0.006734,J2000.0,8.0,1800.0,L,S24B-QN019,9.0,a
obj836_eet7200,331.429319,0.15856,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj837_eet1800,331.410162,0.350778,J2000.0,2.0,1800.0,L,S24B-QN019,9.0,a
obj838_eet7200,331.849378,-0.089678,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj839_eet7200,331.361866,0.356962,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj840_eet1800,331.218322,-0.361559,J2000.0,3.0,1800.0,L,S24B-QN019,9.0,a
obj841_eet7200,331.460908,-0.247018,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj842_eet7200,331.772593,-0.084003,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj843_eet7200,331.292929,-0.14927,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj844_eet7200,331.831367,0.004252,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj845_eet1800,331.834684,0.001584,J2000.0,3.0,1800.0,L,S24B-QN019,9.0,a
obj846_eet7200,331.341464,0.161794,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj847_eet7200,331.84784,0.06075,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj848_eet7200,331.865971,0.063836,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj849_eet1800,331.873267,0.062866,J2000.0,5.0,1800.0,L,S24B-QN019,9.0,a
obj850_eet7200,331.798679,0.002022,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj851_eet7200,331.091212,0.190012,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj852_eet7200,331.295536,0.354779,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj853_eet7200,331.076875,0.187709,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj854_eet7200,331.111776,-0.064373,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj855_eet7200,331.149969,-0.223729,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj856_eet7200,331.325692,0.091012,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj857_eet1800,331.427418,0.482864,J2000.0,3.0,1800.0,L,S24B-QN019,9.0,a
obj858_eet7200,331.193047,-0.313608,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj859_eet7200,331.48709,0.254342,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj860_eet7200,331.502072,-0.065309,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj861_eet1800,331.269095,0.090534,J2000.0,6.0,1800.0,L,S24B-QN019,9.0,a
obj862_eet7200,331.892196,0.252366,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj863_eet7200,331.901464,0.25375,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj864_eet1800,331.90499,0.257507,J2000.0,8.0,1800.0,L,S24B-QN019,9.0,a
obj865_eet7200,331.063753,0.241229,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj866_eet1800,331.370468,0.443236,J2000.0,4.0,1800.0,L,S24B-QN019,9.0,a
obj867_eet7200,331.394377,-0.06653,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj868_eet7200,331.349327,0.443381,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj869_eet7200,331.77364,-0.229919,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj870_eet7200,331.638873,0.46977,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj871_eet1800,331.648467,0.467206,J2000.0,5.0,1800.0,L,S24B-QN019,9.0,a
obj872_eet7200,331.629375,0.437925,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj873_eet7200,331.753316,-0.22871,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj874_eet1800,331.06137,0.090835,J2000.0,5.0,1800.0,L,S24B-QN019,9.0,a
obj875_eet7200,331.592795,0.474101,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj876_eet1800,331.454123,0.470751,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj877_eet7200,331.158533,-0.22019,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj878_eet7200,331.15853,-0.220185,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj879_eet1800,331.496845,-0.286858,J2000.0,9.0,1800.0,L,S24B-QN019,9.0,a
obj880_eet7200,331.379055,-0.311262,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj881_eet7200,331.117327,-0.020471,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj882_eet1800,331.148633,0.127927,J2000.0,8.0,1800.0,L,S24B-QN019,9.0,a
obj883_eet7200,331.271957,0.309181,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj884_eet7200,331.277427,-0.423135,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj885_eet7200,331.269511,-0.42388,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj886_eet7200,331.372008,-0.312712,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj887_eet1800,331.078623,-0.017728,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj888_eet7200,331.125662,0.131474,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj889_eet1800,331.215732,0.30903,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj890_eet7200,331.303786,-0.424774,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj891_eet7200,331.290456,-0.420999,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj892_eet7200,331.28446,-0.309274,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj893_eet7200,331.291354,-0.17852,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj894_eet1800,331.184061,0.311238,J2000.0,9.0,1800.0,L,S24B-QN019,9.0,a
obj895_eet7200,331.665689,-0.428091,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj896_eet7200,331.668606,-0.428326,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj897_eet7200,331.117504,0.309959,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj898_eet7200,331.127228,0.310713,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj899_eet1800,331.861881,0.307342,J2000.0,9.0,1800.0,L,S24B-QN019,9.0,a
obj900_eet7200,331.629664,-0.428253,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj901_eet7200,331.421402,-0.139162,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj902_eet7200,331.957269,0.123381,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj903_eet7200,331.096409,-0.175679,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj904_eet7200,331.514682,-0.286682,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj905_eet7200,331.370023,-0.136527,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj906_eet7200,331.398115,0.425187,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj907_eet7200,331.290658,0.195645,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj908_eet7200,331.238444,0.392175,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj909_eet7200,331.348108,-0.098776,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj910_eet7200,331.660219,0.055474,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj911_eet7200,331.415664,0.219711,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj912_eet7200,331.225014,0.39828,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj913_eet7200,331.232733,0.394097,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj914_eet7200,331.818302,-0.077596,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj915_eet7200,331.818817,0.067289,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj916_eet7200,331.384194,0.223038,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj917_eet7200,331.768164,-0.083465,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj918_eet7200,331.868835,0.053826,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj919_eet7200,331.806627,0.066538,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj920_eet7200,331.178162,0.243319,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj921_eet7200,331.986148,0.00947,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj922_eet7200,331.990539,0.012162,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj923_eet7200,331.763888,0.364403,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
obj924_eet7200,331.732091,-0.381089,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj925_eet7200,331.454495,-0.255166,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj926_eet7200,331.556249,-0.095759,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj927_eet1800,331.830583,0.05148,J2000.0,6.0,1800.0,L,S24B-QN019,9.0,a
obj928_eet7200,331.602202,0.216985,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj929_eet1800,331.61499,0.223714,J2000.0,4.0,1800.0,L,S24B-QN019,9.0,a
obj930_eet7200,331.745596,0.360005,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj931_eet1800,331.750847,0.36622,J2000.0,8.0,1800.0,L,S24B-QN019,9.0,a
obj932_eet7200,331.693514,-0.382012,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj933_eet7200,331.448639,-0.256309,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj934_eet7200,331.637543,-0.382382,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj935_eet1800,331.718843,0.049874,J2000.0,2.0,1800.0,L,S24B-QN019,9.0,a
obj936_eet7200,331.728032,0.056285,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj937_eet7200,331.73857,0.05192,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj938_eet7200,331.47439,0.221548,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj939_eet7200,331.503128,0.22293,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj940_eet7200,331.338322,0.095782,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj941_eet7200,331.342237,0.09567,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj942_eet7200,331.517196,-0.169668,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj943_eet7200,331.281218,0.095558,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj944_eet7200,331.195789,-0.317569,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj945_eet7200,331.099526,-0.215762,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj946_eet7200,331.612485,-0.051278,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj947_eet7200,331.650438,-0.055521,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj948_eet7200,331.651179,-0.053077,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj949_eet7200,331.264056,0.091764,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj950_eet7200,331.264674,0.096652,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj951_eet7200,331.268675,0.093569,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj952_eet7200,331.172446,0.26742,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj953_eet7200,331.176481,0.267279,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj954_eet7200,331.791315,-0.315531,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj955_eet7200,331.79789,-0.31627,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj956_eet7200,331.811887,-0.315343,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj957_eet7200,331.690025,-0.034307,J2000.0,5.0,7200.0,L,S24B-QN019,9.0,a
obj958_eet7200,331.699084,-0.039061,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj959_eet7200,331.358299,-0.209328,J2000.0,1.0,7200.0,L,S24B-QN019,9.0,a
obj960_eet7200,331.820773,-0.057058,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj961_eet7200,331.572974,0.493191,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj962_eet7200,331.200141,-0.308333,J2000.0,7.0,7200.0,L,S24B-QN019,9.0,a
obj963_eet1800,331.204142,-0.305563,J2000.0,1.0,1800.0,L,S24B-QN019,9.0,a
obj964_eet1800,331.841779,-0.156809,J2000.0,7.0,1800.0,L,S24B-QN019,9.0,a
obj965_eet7200,331.842416,-0.158155,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj966_eet7200,331.294262,-0.211175,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj967_eet7200,331.806749,-0.057832,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj968_eet7200,331.331464,0.269148,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj969_eet7200,331.579418,-0.17508,J2000.0,3.0,7200.0,L,S24B-QN019,9.0,a
obj970_eet7200,331.239127,-0.211197,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj971_eet7200,331.396425,0.096444,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj972_eet7200,331.55646,-0.174031,J2000.0,9.0,7200.0,L,S24B-QN019,9.0,a
obj973_eet7200,331.19074,-0.009159,J2000.0,2.0,7200.0,L,S24B-QN019,9.0,a
obj974_eet7200,331.677104,0.320939,J2000.0,4.0,7200.0,L,S24B-QN019,9.0,a
obj975_eet7200,331.682732,0.318568,J2000.0,6.0,7200.0,L,S24B-QN019,9.0,a
obj976_eet7200,331.423036,-0.259464,J2000.0,8.0,7200.0,L,S24B-QN019,9.0,a
